job_id,experience_required,salary_min,salary_max,C++_expected,Python_expected,Java_expected,SQL_expected,Excel_expected,JavaScript_expected,HTML_expected,CSS_expected,Machine Learning_expected,Data Analysis_expected,Project Management_expected
10,7,70534,93048,5.458463763655638,0.13031458290148512,5.782039650732549,6.702032614023395,5.085116729013156,2.334920422995266,7.023341489167995,8.80298288606774,0.633265977436841,7.4377255893326915,1.3035538092985643
11,0,87347,102332,3.436012841430889,4.6747069235859655,7.625052040837796,0.3911430976272712,5.772854547113072,3.641115107017784,5.967674472632796,3.0498360166589555,0.35424961208105454,5.118539346068001,5.010716556163084
12,1,80725,118907,7.621285131477674,8.182411124006142,5.12069129405006,7.373130637013371,0.4256260028477532,5.660835072131606,6.096905433538692,7.1637282709403145,3.110343365912631,8.66886788625801,3.37731678599258
13,2,47213,97132,2.3544594539374977,0.3027254831432957,6.3691466264996075,0.34730413401943383,7.7668046157227355,5.73971405465025,1.226972443704737,7.957424966107291,8.370512807678436,1.6663614970177132,6.9997436231391195
14,12,57480,94835,2.3430099995469025,5.38640643158652,7.418707087697363,1.0287841708558743,6.499519761623867,9.647136164988675,6.714513621684296,7.3240863894538055,8.459717340858058,7.803983747261098,0.3155252523780938
15,1,74507,87752,6.216360332831431,3.9062752767826305,3.643018490268778,0.22111563542221213,7.6586821179114555,3.212723973995757,7.77637724472564,7.383864718914658,4.377936976564227,8.53963302644093,2.203716531594365
16,11,119746,138377,8.14768831263114,7.737428129201328,5.297667041340667,7.864274162662202,4.901884076107868,3.7115280628445033,6.9234760483251705,1.7268840916666972,9.23974000596776,1.9452048210671824,3.332556745588323
17,12,63292,98498,6.754467344905782,6.8422523879394035,5.824056859654845,9.109316820261169,1.6258982745176709,9.901530985316086,1.2587192821610382,8.787781950845394,2.1983521442494247,2.668277169284451,7.645170603868234
18,0,88034,121558,6.325713034611519,0.7810162175877555,0.2242418194026108,6.484765840965174,0.7154416246404505,4.284811277979283,1.7507099185672115,6.009798520892822,8.801834338242147,9.601107365972366,0.47083738971769096
19,8,43462,72665,0.6436812217247456,7.809011431489591,1.6510284435656608,3.966260058803208,7.760459729742654,7.588486462429356,5.955961647499644,8.804867703581538,3.0135904921874825,4.8975906327650245,1.9826251936822181
20,12,66493,80807,1.115343831706166,2.483444837975587,0.833028257094901,4.211394648740542,0.21464513168975796,6.230023178440525,9.658229086508973,2.537626384654236,5.568332314651883,5.963201402764123,6.453807114299293
21,2,67589,110013,4.008405680880715,9.626309142595314,2.131199215939117,0.5394110049868284,1.537720533018243,0.5702627093198653,9.36187399980233,4.5322695579451455,4.182754139898223,8.34455300963594,9.777054464342147
22,14,35641,72403,7.0417575105105366,2.3454533674528233,4.75677136368885,8.560653193155067,6.479191283910736,8.18134206072794,7.133462267388863,8.260777021934977,8.728092537728875,6.608311747731114,9.464888211788235
23,12,32114,63154,8.435290756159988,3.091853630649518,3.6492516022894983,9.34232877388909,5.078915813020668,0.7455121197914805,5.001454932727219,9.253320711664168,3.8235212460534305,9.988994978290837,9.410473804018514
24,3,77476,122411,3.746666520931038,4.230553891403407,7.058664184762334,9.808712339819035,1.4137743601992458,2.0906609389695676,5.023143619554052,2.6737757237636908,4.742535081305227,8.265196223502562,9.588188032277163
25,8,85235,115497,0.8557318959089011,4.974503515306808,8.175736300688527,2.483852480417573,4.637041610850386,8.75745461375034,4.006996296961084,1.528799162605906,8.181164444150328,6.097465085639099,6.753227603559532
26,1,42797,59792,9.522870487503267,9.168066748446604,6.490075340800642,0.3420295149746555,1.548607537761999,5.888443085498628,1.06213886523011,2.8747614851891647,5.010967082751671,5.70607535149406,4.513856268261938
27,5,98480,121200,0.2572234793264494,4.143216146936948,7.996340250839193,8.643887923760463,7.4635926503937995,2.9030757729989287,3.9445367877799375,0.5559087479442271,7.303703863374057,7.9199918862434675,5.5997849293434605
28,2,97797,136071,7.360897576383857,5.328937076491278,5.467428871906328,4.636559541988797,6.564221122849073,4.535963005625614,2.792810318123057,7.1148560246715284,0.6531641969986735,5.503519653483153,5.630500461375128
29,4,87212,119632,2.341625814451249,4.5936730692115955,9.512704376969014,8.496646338816449,1.346979717888117,2.0417143058261367,5.0017759139927,2.7597791438188968,0.1834653378006612,7.9138773838792424,0.3159481361911254
30,12,99732,146050,3.208367205404329,4.0007117218447465,7.123351605601366,4.660130640863139,9.19686916580662,9.68453418011321,1.0472945731587846,2.0489651671055253,1.0078455778723772,7.916932712844591,8.433833423049844
31,1,93973,125345,0.11620193574788495,5.394156735192308,0.8877084094777421,8.916496155100011,6.9086325326090305,4.87080815439226,8.759043282087537,8.909266430300733,9.164673181708782,6.166535342648141,1.4566379322096734
32,7,114657,164597,0.7005363128880548,1.332503996152139,2.746966841138291,4.117192797614614,9.569207839435443,6.385836710085046,6.8238071469388695,3.3835697314286572,5.153099749509077,5.012714442445098,5.099283651880551
33,10,33395,48754,9.91329973924895,4.634654465622249,1.9899945366030436,6.695466095649978,5.047531023793184,9.320569799358639,6.031713968055361,1.1906834156264257,0.7356705574005662,9.344049495359192,7.692191310830232
34,4,40551,79173,4.072981446522616,7.884977420608381,4.580738513721836,5.265255148958653,9.740207926887805,1.6729456475505844,2.7847886056930014,6.232805567628526,1.2993709219599503,0.054772269508167604,3.7657585227180657
35,11,100981,143451,6.312770698605885,5.142021335775903,7.8241936184584056,4.663637169707644,4.048466446530571,6.306484876607619,4.353408021742816,8.319690312312837,9.216499451642598,8.337426343982976,2.9139255391903474
36,10,116279,131358,7.956814233773942,6.707539058762951,8.596328763675087,3.2841035409578856,8.8814100272506,1.5709470841724127,4.874874305478149,8.394232188009331,3.5520500698627067,7.8345383320221575,9.240669347256715
37,3,33032,63178,0.6566314895038017,2.308519122301819,4.421300539489144,8.002588107134347,2.3865296032601,9.846206380385148,6.24466120657293,6.419017693178036,3.7997569525840627,6.6626839974178385,5.401495936778104
38,5,86986,120200,8.851186394003982,4.737472068898937,8.60795155614182,8.657016920568605,2.102315924514376,2.3057768117844324,1.818965473066636,6.387998805596803,7.443196523849758,2.4125987017052255,4.178893775528256
39,9,78370,126427,5.553124776120777,1.4560276290066054,9.408417627098865,8.92052942617779,1.8317402448329934,9.8335802243463,0.6938435722140446,3.402449986293543,4.614640753817106,5.5754877851875015,3.603423402376854
40,2,98047,124045,2.5348323355984146,2.6378240764028806,0.40173372492637194,8.290673951574997,2.0584014928196073,1.959288358631115,1.8271869606524849,3.4202914342350343,4.476752735907362,2.390366453065693,7.507852759890995
41,12,52520,91108,3.913450082140547,3.2308442221757927,7.090773920370944,1.8064717365648086,6.768418509694856,4.695306094602255,2.0507784745162416,3.0417564330151303,0.015107088934798174,8.221307883125812,4.047562093241571
42,2,111600,152567,9.579782705958115,3.69566382822488,2.040344846616744,4.60223993270492,5.7197896639245185,9.441237562931573,0.7437150733686804,0.8582325998097429,9.18786771472345,2.136283693791363,6.340568569468749
43,0,38197,73500,7.313695591363198,5.340559914623373,1.9560449122482726,6.20572775676502,3.797661781757302,6.642800001960344,3.5789830638913758,6.927812200384484,3.1492306105963297,2.3779449351734385,9.23688804253842
44,14,70347,99935,4.336074532142788,1.638471973831911,4.25249232013099,2.7400188206319456,4.6877412793337845,4.991127225737868,4.169921916640311,4.941126462487672,4.531682354192286,7.222583945877084,8.878538415567064
45,10,68338,103527,1.5520223291722446,5.253053123484413,0.313152934544213,0.15698229575420108,0.3995306177060143,7.875731523477131,4.605656593482305,4.115751753805111,5.4121662249863745,4.928042469943864,8.398094665919027
46,11,52886,96052,6.081616597192298,1.8644588758456626,7.235657395092838,2.8396729058311254,0.9726313097895212,6.819513097699426,6.215448021598625,8.466769187584514,2.7579094927325363,1.9835159553910708,7.674584107519886
47,9,96418,109066,4.7688180410570205,6.260411872864882,3.5474434518245967,7.801981598969685,6.145113377303409,4.070379429099918,0.22587343985805974,7.93921080649887,8.456616197762806,7.621050260928523,2.763910306873308
48,14,103401,146953,0.9183445940620405,3.107805516171772,3.599960403405682,1.2687735053524618,9.609344417579331,8.618624474717787,2.792658056459767,3.039697010022243,3.3650675493127613,1.7980402299532439,5.947943255425945
49,10,108297,140711,1.7310338342454634,1.2095098477488586,1.8859586605471634,8.864875960997828,1.7801713718984535,7.1965156491296645,2.531161621781232,8.321092833931768,4.058944554355625,4.772152774751882,1.8249527242249564
50,4,80467,106108,3.447443974701688,9.638200480756861,8.67734982814404,4.153145076856413,9.870847988098244,0.37992669618776675,6.2965859501113055,6.579148121629843,4.140691275992828,5.8212373101554595,0.4418812555299645
51,6,61259,75261,8.037992208732145,0.8269032500344253,7.0821377904208145,8.04542639167132,9.194788994527732,9.473206189456631,6.1442082806146505,3.949698183661426,8.629265928485024,1.8016228939599077,4.033376818406884
52,3,89184,117553,5.992687119475936,7.6557164586134805,5.079204088367126,6.353196171543485,6.1436802719512364,0.9636137721881188,9.190133928662041,9.211389407874538,8.307612831756254,8.089706431010441,7.515053042426575
53,13,81081,111702,1.881839294092712,9.217729728987823,2.356695320900699,3.005435612473196,2.0285714239235686,1.0043663234816957,5.370181339199469,5.132935951529097,2.567476079000439,4.156293966146291,7.344059908349845
54,3,32826,70040,1.2307257872360111,7.114485440631221,7.298768917062154,6.4344610014519565,0.2491446503862471,5.452749626892521,7.643598887587821,9.695164821845824,1.5009427418695165,8.323716056775094,8.426817058840907
55,5,97743,123390,3.9146890463561226,0.9109120083953548,3.6309956199666074,6.98137926291262,5.165911008784042,0.4396343386958579,3.919489611601281,0.6449977542654695,8.957581927493935,7.494980729274744,3.2965679701421537
56,12,108441,156098,8.357377077049197,4.872596703104487,9.816962119327783,5.247169584978186,8.412428787575001,1.632433783170627,8.678117186296586,0.31425639202645295,9.28743911490978,2.7040200897121256,6.048554753822188
57,12,93251,142377,2.8438965957435713,6.095582384413126,8.228174261807972,3.910706578185319,8.945853367309638,9.556429211040797,1.872183043754354,4.959815280030137,6.795489490682188,7.932050558266392,7.502929728219989
58,5,39267,64311,7.719283973062544,7.176809254424368,9.027751246896564,5.674663529957492,6.0449262013123715,4.081342664645944,1.0847463094142973,1.1355753224283582,9.584196058747217,6.225766977354304,3.704562596455104
59,13,110223,134641,0.5562364471109738,0.8454610527347806,3.2444696757885074,8.235790534348851,7.933764913062201,7.689325048313437,7.481794182411983,0.023396365205242686,3.2134862848479218,0.6866487805593202,0.966869913845213
60,11,74742,110923,3.9105825527603324,5.8630242974180895,7.624311415021737,2.3971365149411605,8.985929512494147,5.330592499506851,7.946187888207224,4.07694684133686,3.6070481078038075,5.024642189116979,3.9303583862475335
61,0,40235,58685,7.194666236660044,5.420078669822024,1.1680507226566161,7.564745808860977,1.1571524056726246,4.7216437407374805,9.788757189567045,0.8517060203551319,7.736256198912801,4.068104558526876,3.751900416256201
62,0,109540,131499,7.452000495964512,7.979070830553737,2.1139550063376698,2.771673971308415,4.794970077791655,7.233659164358938,6.733264001636484,0.7305410103801213,5.637108908506936,3.64492608028687,1.2171081883766932
63,1,39785,75160,4.195809174883479,8.373646429578256,5.430832746353854,7.637476637209867,8.658548453386034,0.1556777288109834,1.9452734089122725,1.632460575107778,6.2945280165767805,4.610812710817191,1.9622103282543446
64,10,109345,150774,3.4356948630628317,1.2235715384598833,5.214892028715346,4.676267439282416,8.157411018365094,8.24410372075688,0.826285428807515,4.3887809417081725,1.3045026023555473,4.800296749029945,7.021381181921785
65,7,82713,96454,0.33344610362339044,1.9832051098142345,4.7652512720863225,9.364372936450787,9.79353324640071,0.28114634419910245,3.0332538203417316,1.9589365522244506,5.784848426345396,6.559068795807928,4.238699685441429
66,7,77886,98476,5.177220216417867,2.9188928141699853,5.426361178653937,2.7200280766257134,6.026324636860817,2.91729484748375,9.84496483971489,4.984540111803485,7.9432716837249595,8.728613305870875,3.1103977288898275
67,2,72543,90512,9.986032996654489,5.69333772653835,0.19988850215247544,1.1641634831182468,1.2929418781163315,1.666269797070804,9.109424796321951,0.049843636183080076,5.120380462443287,3.4750614494431185,8.459180465127508
68,13,107960,124180,8.179660377270451,1.11109005347786,2.9231839251095924,8.734504748007605,1.7463719517415255,4.771096155507636,1.1749411489302686,4.184155040525608,7.867308896615826,8.464310000026067,7.338274985977215
69,14,40134,75743,3.9478899286545754,7.3116621736028815,1.4791882975139192,5.922404834205086,3.8003052968775597,3.448125216929908,1.0547881215108068,0.6205134163557491,8.32061044916657,0.7603314065981137,1.2540369639293603
70,11,31015,55901,7.01672481878851,8.864658327771478,1.7325506281860903,1.8496432387018158,8.01238824040059,0.3984828973479837,2.1621519410535206,8.542563933047694,7.847691436230281,5.380621776322494,8.819989316283385
71,2,72912,114861,5.716376675555679,8.81120625193775,0.9229657163962801,1.357911831108941,9.272982084294322,4.985067268844837,8.83226733705296,8.860040069942878,9.743326587835917,2.809599218135933,6.565951807560236
72,8,110840,134988,3.9338677728451357,1.1164659485477801,6.9813356309831684,1.0641545663101326,1.6354726697772948,1.6539798299968267,2.1435084058672684,4.883823906661238,3.3766775967254627,4.726456376046046,4.6150186716361485
73,3,30383,55781,3.7506338620505506,2.9643273617319954,3.912721481858873,8.800853657034192,1.6763817921264856,8.552046116402469,9.316327767598873,7.9508421207947695,9.421390659852202,7.58538828768876,8.869730525221128
74,0,79418,112763,6.5132193969059236,6.9578816594507895,9.356168882409227,0.9307366907688019,1.8110530777480083,0.7106048399503284,4.453080928012244,2.6338498533111165,6.514420889135561,8.60249561991285,8.596886605476119
75,11,50882,70355,8.276689813309723,2.2531474647505667,6.2596924850313975,5.2642190156158915,4.732648772039592,6.45137006312103,9.422701141162555,4.613962476650466,0.4690694387258998,4.638188720697181,5.639796682028705
76,6,39957,87507,2.509509714007673,0.4939338617953415,8.732120278217595,5.2863400255852415,0.8134722671974248,0.6163507423065029,7.742059895211421,5.292133477923141,2.738369817224334,0.1027765145621462,2.706188983156826
77,1,85110,133446,1.9078425453460668,7.592079159890783,0.59871763889907,3.6786976476325295,0.2684617351699048,9.200049606492387,0.48420479924659365,5.535240144974784,3.239606765138374,7.537098712551034,1.0257606522123786
78,1,87748,101108,5.241880152389294,4.0258230718018275,3.4100257294717515,9.398763255527292,8.1734777884231,2.67927414864591,2.67805675394719,2.869227666665697,1.8851128361047786,1.7176078878590206,2.416279652348019
79,8,30294,54316,5.326778074120813,9.484802188415676,0.8269284382660413,3.5670723026215256,9.936659596120395,1.299555590691951,7.979852329294093,5.689975113771334,2.0117894309581787,4.281055142394879,2.154818297106064
80,7,93225,108226,4.168787649387774,5.116153080303409,3.5998786710367847,7.348560210913178,3.4775166681845238,6.533632669231723,7.018174027613351,4.751622556636608,6.615932397192758,2.883180686560347,1.4389112493239575
81,8,52784,65836,7.458363117113964,5.644113816080006,1.2423286439751047,4.910406271854671,0.25384722577959873,6.305507978414086,3.6160097768622768,8.274612304490534,7.046886211032461,2.5292289954776814,2.9884160580638666
82,3,81364,106441,5.983452565835855,3.7023465312410675,8.000222250959174,4.387583452743287,4.710952423212595,1.932283945276011,8.33791887555867,7.038413606123476,6.295662109294726,9.989803479406937,1.5746039214185215
83,4,80498,108881,0.6706194877203686,2.2093620973440475,2.294861892476492,9.733852843720737,1.853564355449997,1.650754046401619,1.452515772936963,0.051961437904548546,2.7593010935268234,3.444557714730676,4.099261841967282
84,13,76348,87857,2.2686099056457474,9.346183751323721,4.797156505484585,2.959592539985155,9.578354769886454,6.223154599165122,0.8735229133211198,6.873033905336774,9.673541514288718,4.110979263724092,1.0784496051665038
85,6,68075,84728,2.8029370339822632,7.2040095039274235,2.406922211453484,3.0396221296703207,6.210704492305337,1.380899480054949,5.731097888481623,1.7070559983518485,0.16455529221388265,8.691784028990636,0.9233113185957331
86,1,32842,45266,9.681523050812292,5.9615049540211205,6.56950102089586,6.280593867386166,8.187426590090809,6.4752359610233245,5.319462271953215,9.410395844769809,9.042458935108275,5.535258644679092,8.7787237962408
87,14,43685,64501,6.987708081562909,7.627043954301014,2.11807189993373,9.06093727295994,1.6892548296058396,4.814261009856491,0.2666362403611333,8.472384858443046,4.613978933745573,9.751648520042608,5.9989660568747025
88,12,38547,54116,1.746507320936418,0.49797304555639466,8.403104583590535,7.822493785167045,7.169118998466708,8.36949180139204,9.793743737667128,2.67811076222313,1.360413497042956,7.717117756996555,9.011415344581245
89,0,42050,88545,6.11885097259276,1.8768438391417042,1.104796579861007,4.842594649033004,5.431509381771292,4.723483956915707,7.855137513785512,6.638816142925913,8.49603164446022,1.5576466536794753,4.847242284395086
90,9,79941,103211,4.9403987635687,9.896063149513987,6.696093187390709,0.546918848115655,0.25632293971972087,4.5915431297860945,5.659020694453875,6.360311242238421,1.6339849110711557,5.799345853113701,1.648575971598577
91,7,56064,98695,1.6081672325937035,0.5035815458294479,0.859333600404214,5.3033565530468385,0.8463551673188063,0.9415739102460252,6.850776623914571,6.945051795103273,9.24991521259513,6.845150480090841,9.50004325932085
92,7,108372,158105,7.5353618708210055,1.0705077903667737,9.916986642698614,6.721129268318176,0.6458486890806348,9.659233975968162,5.733135682173597,9.093266574290377,3.225661900738629,5.13446890931449,0.12282536269251798
93,1,106736,145037,2.6556365481871405,8.983943816076321,5.913457306482805,8.75405783265477,1.6718472031802978,7.376162874156206,9.393368737257118,5.599380126924497,9.429228103141215,0.721433371671174,6.068827618290985
94,7,45587,66990,8.395484612344289,5.940499193774724,2.2556384249241344,2.6662255043260528,8.549424038075168,9.3568408814612,8.925695241731404,8.041199730061972,6.930913454527131,3.8615778725818806,3.00861909537395
95,11,92084,133734,4.441766896471847,8.268609202364598,7.632812577118919,4.167237465876861,4.520523777883444,4.287399826925822,8.802060121302427,5.321158267996586,4.847564528490472,3.239010830508903,1.3424687118145817
96,10,89070,136000,4.610846905728762,0.9767563183743111,5.54298938792237,3.5264369193488587,4.745929402487757,9.548465947535092,3.8098676540465446,2.422454812901398,2.694141343398969,9.011912405498077,7.360518008370136
97,4,73437,120062,8.451219342783716,6.8349029356993825,2.0279353810872323,3.37333239245449,3.4616096350952197,3.788182016902162,7.464857935552523,2.6586859476499267,5.8965856735126865,9.365458449651623,5.516236559916959
98,8,48153,90363,9.764662560355418,5.918194479240869,2.475009967449866,5.588669893572038,0.7920142846783473,0.6638761161769369,5.7096484622797465,0.32071872025071224,4.842378294919547,6.878574996522234,2.1583204749309095
99,4,89432,102717,3.63396798998169,9.586080428273846,9.92596794917816,0.09868110726437229,3.10156318338068,9.888034251468946,9.608895175174284,9.736941001890314,8.911381463935847,9.76580190503038,2.1213239944511852
100,5,31408,78283,1.8297706694087945,2.1854944438468484,5.576298442893925,6.573199597689329,8.940882376694578,2.0055546629971843,1.6800959614679944,1.090416704063567,4.833397468551573,5.880356790140211,5.546789851444984
101,9,44099,69662,6.248561616852523,8.343810824785082,7.6344830405524755,1.0970209744809345,2.4761894822334507,7.318326268063563,2.565002999104522,4.071045170292332,6.80351538466074,5.317582033080704,2.922818865524751
102,5,78000,120049,4.782379138307332,7.99160663601384,9.81180892630844,8.073885126930804,4.198502462548699,9.66545041109719,0.10022527666056602,8.904262829326582,0.23557595616006677,1.1262139659407888,6.331490886416109
103,1,44673,94273,1.9306522898349732,5.685809051821661,5.378000918374495,7.6425315062606,1.2396470270848625,4.9428222624634985,2.334911427972667,6.015692659261626,5.102673013048884,0.9561123563055018,4.477455646856149
104,14,90124,121334,6.575397388092542,2.1257120833359777,0.21212417486369817,5.358236558752855,3.897489238363714,3.0777152007097985,0.3149929102204707,2.5071353332464277,4.553228427877088,3.615460169757565,7.2684565733277084
105,1,31362,75595,0.22048617969765205,6.9592685447642015,8.26156402320995,1.9580241373270857,9.47506601147979,7.41270450436486,2.783497567234403,6.860780030022244,7.674564520278712,4.32261313416125,3.177278480349904
106,1,74134,109334,0.22242629379176093,9.458654891495854,9.626899571270455,3.9552035580718403,2.336962992372852,5.2009745631701865,6.0645638663492205,4.036013122621219,6.887226761333647,5.131282543160229,4.519859314552345
107,1,74792,106894,9.309572835523522,4.359262232072013,7.629342984210758,7.486913495488215,3.9461257624256096,5.0261063084518485,2.8956120497184656,1.7853912983823528,2.412031650861246,6.1947652220196625,3.2661065531761393
108,14,42172,64977,3.537416469692989,1.4053356802856598,0.007484919955272895,8.695056644851757,4.780314492513604,5.841709858895404,3.802753427643953,1.073244029524223,1.727131447306478,5.018134169737429,6.379043519209192
109,9,104382,127372,7.783868861782537,4.734905802986469,6.18783539974917,5.712865704391006,7.857289744270592,5.739344648775491,7.39777694204656,2.313085455310783,9.883270061261678,8.124343683785025,5.094917468874742
110,1,84928,132615,2.8556174226440554,0.9864985287753725,2.9534960960082457,9.430536266563308,4.843472364702055,1.6183616636501719,8.546488055308707,0.6040993707405429,5.672814248838659,5.520519745947149,8.083842889678829
111,4,118486,129561,2.028075161847882,1.8393662041328607,1.709712352750895,8.090696026231242,8.983066440334188,4.5208597479073465,3.234807023157089,5.285442721343983,7.596248052839039,2.0745000927632384,6.38043358269146
112,6,72605,96387,7.652477980173066,9.802936880515242,0.3089785980459825,4.2626404234901125,7.1969464696600705,4.098744573582984,6.9078791173663205,7.907873200301157,1.8162526584945726,3.337449649099998,2.127578406282594
113,6,104105,138841,3.3861266998141093,9.299168380986375,3.7385538039303,5.732020852787789,8.09425606813129,7.993786236982734,4.575653078978626,7.103106173075245,4.622955420867899,3.440716961497717,6.535347266989308
114,3,65142,99872,9.88049592862571,7.742188132321049,8.208052286544046,9.073316534163922,7.8114799838997016,8.672224114843148,9.730865593059871,0.4282847605839335,7.843831308709919,0.7983859122197934,6.824418004530578
115,7,34722,84693,2.6274831020000255,0.33165516603636647,4.723088193244922,0.49129074263929096,2.073197430588598,4.510258864862831,4.448175295480837,0.6970774646514033,4.729228737411301,6.402248577681383,3.1922032892056382
116,11,63042,92660,9.510912280697264,4.428145765701781,6.900299987332979,6.975057929192296,5.507530396668432,0.831549777491245,5.464307620588425,9.204449789606977,1.4688012905969872,3.501855824065583,6.4952156500029
117,2,95995,141527,9.743474052198351,4.263818246515427,8.63635992277812,4.7262416945567844,0.20001885271719977,8.948193696319004,7.22035541187962,9.421974923747552,4.275680807301752,5.39941672477239,3.4592760916130127
118,4,63774,98695,1.819331403404394,2.85488423077494,8.702446821770849,2.7308275798527317,7.504696613340277,7.8509604871943,4.211174979519584,5.715482100517893,9.895457574557856,7.935377080757037,6.95818543934751
119,12,35876,81822,8.00342237415342,1.687870923376037,9.7083054550101,3.51332942559772,1.515971390661427,5.606980196488227,8.756054568741284,7.06238863445794,0.923286654186628,3.286137766198771,0.995073233594792
120,2,45089,58033,6.913551693676673,0.7264466907325562,6.46544865940089,0.6254463135781596,8.54570175890581,8.956054451969816,0.8868712015703184,8.210021968207755,5.897880473309812,7.252240396786939,7.829794596718167
121,14,47755,62513,6.170111685306246,7.828448120855354,5.9019899676364895,1.4231064092417078,9.786765050908706,3.5606654351612366,5.515133686068481,8.095681465727974,9.615394663545928,7.327458439470124,5.057721157257018
122,5,74822,97317,8.356507756171993,8.9523782072461,9.454884062356696,5.893319228103059,2.601817160089136,5.020292568027495,5.19857882521209,0.21427953150393697,4.023968413223907,7.197784023675099,8.379652818374646
123,9,75963,102125,7.7356314958277235,7.521290594962928,9.914872462685443,8.104610119489168,6.7467767492431125,7.244272328985144,6.989981390244879,1.6118970013424683,8.104847636628868,3.9483780099153796,4.079927499612488
124,8,77140,111580,9.873698503076179,7.2736956948216225,9.81293519345754,7.311641064990177,0.6133887585533226,8.041473758698919,5.88757058786104,2.6039809030553385,6.152019164401381,9.517378843603957,2.32602528704122
125,1,48065,73607,7.862460402748664,3.989322001314144,6.80140885173512,6.080124896506064,9.564154189710823,6.762779941506979,7.348722496220244,1.4478840832018103,7.591546363610984,2.898261992454888,3.129971561871805
126,12,42558,78518,1.6135211044362507,0.3330860148338244,8.325496960065056,0.6667116119658345,4.681557769164698,9.879143217208293,8.375202167229432,3.2388798230276294,9.288845550927853,6.0376394994166045,6.5647258851644406
127,2,101543,133801,7.381569723482516,3.509928446764187,7.28901338977134,3.536005257388349,6.173066145717377,6.0032281035680946,1.648702953167589,5.806550446994949,5.687630148510511,7.241148447691944,2.6529776399003158
128,0,105062,128267,1.3844360484880591,1.2639534671311148,2.7063277792473173,1.9266814444155744,4.535995427692752,2.091883520019503,9.951098908404855,1.3917887748831004,3.5081463547382996,7.282992246997168,4.758916131020551
129,8,39755,81805,8.031413481644897,0.6619087450298966,3.530044739989655,0.3342763511729918,0.9521402633247467,9.872137953952544,8.938307266162667,1.6410371753007635,1.0443419007261479,7.809115922670188,5.304078921401416
130,4,76835,108934,5.841373125164575,8.676219362009194,8.17907082594702,4.734609535422258,2.899021556001069,1.2708937197692904,0.004740811693401126,6.144199891297857,6.020150147959681,3.5559374961743293,5.738528111431332
131,14,101096,141700,7.669056584303549,0.7270510129113672,6.761660567598305,0.7297245015779452,3.8054785823990436,7.493670641725768,9.93945915921638,3.470639914983269,6.647187766322464,8.568272159730656,7.599030251987341
132,4,74069,85389,2.5116277209713322,3.238453078843011,7.112462785827503,3.2261031413187338,0.31313488172366677,0.9415843658640766,9.118256085565916,7.6320662555591054,9.969759533279499,1.1998405224707354,2.609192138650535
133,10,115486,138626,7.929609254114631,8.48152001838083,7.107799613783785,8.947168925149949,3.577266108684208,2.2566497880252143,5.156200020068365,2.989503481959791,5.765933042097866,7.353359266963615,7.719023004810377
134,5,35829,58175,5.384110771549937,4.070189894128213,1.1067611683003165,8.668716106912273,0.33814591257549265,4.85768667743371,9.489677673186343,8.582193762144549,6.629841924688059,6.244869722200061,4.237432271309887
