user_id,experience,salary_expectation,C++_proficiency,Python_proficiency,Java_proficiency,SQL_proficiency,Excel_proficiency,JavaScript_proficiency,HTML_proficiency,CSS_proficiency,Machine Learning_proficiency,Data Analysis_proficiency,Project Management_proficiency
46,4,124665,8.894027018952091,2.4689010470269346,5.924759174928439,3.028483438613361,9.877439406409184,5.573567713370206,6.74543205149459,9.047360935811481,7.054474602296567,4.392051526878417,8.790456088625865
47,19,88984,5.518182681403133,0.8454398069697866,6.257892395700409,5.944457066866503,4.129319902217038,6.481012988222327,4.030464102613935,2.451183479589294,9.569680071165754,2.314361744765291,0.47837115825508203
48,3,63878,5.648229127222998,2.7132431192324558,3.5109818971760918,7.424353539658922,0.49010976906944226,3.659486589687939,0.5489070268370044,7.389224466530547,7.470571091955903,0.7129322790722636,8.275451154017986
49,11,62201,4.298907757144047,7.597481848651155,8.017067061323637,0.48306353171013616,1.5211807361941565,0.3901252665175081,5.50072385102821,3.4712585517714754,0.6736114877564059,5.479123973067187,5.74036453760178
50,13,72348,8.669569017211394,9.5146708376278,6.518802162331726,6.4417526676366865,0.19529503724843855,8.18513259272997,3.339095573025448,6.878877623591137,6.175125184249591,9.20457308619994,0.48908607449371533
51,17,116706,8.060838117518415,2.0742903562679613,2.729290186033543,8.493118377476911,2.9265976926770456,0.4537995497750813,7.47204516058948,4.563048793090319,9.256658747994145,2.202112551679669,2.68557394245022
52,3,59444,4.960850045805433,2.0337487593888657,4.691206011454836,7.128149814304297,5.098669833555766,2.8615048386016495,5.845027161483667,4.918284320277837,9.75555065099925,6.29286799395836,0.3264368615207802
53,24,115698,3.5492610764824906,8.530738686414525,5.6307188334264655,9.226723983540664,9.533960268427466,3.7060991531649368,6.605655830502552,7.110503430735036,8.175260710293236,1.9924002916555927,8.195582094906444
54,16,104647,9.232470114382286,7.8210454283905095,1.7881663327073827,0.3848542901012586,0.6315753095494137,3.1742255220788493,0.5804447331022089,5.521983511184509,2.654537071325694,8.48048254140331,3.1994404332237614
55,21,105840,1.2865775982725969,1.1046309561856527,3.9997890036270856,6.210825371253613,9.242769124028856,9.153392317167487,4.021665308877952,8.492424466355846,5.4125076922295134,5.6303267940507205,8.618729292591192
56,1,50734,5.020373703245692,2.1366909784869326,3.319226263506725,6.2974369948531175,6.382827689423584,7.649038349923779,1.1598341023118541,6.702973473098343,6.689232460995871,7.976564412864823,8.246500990439277
57,15,78406,2.1113206725198985,3.3237581925828064,6.4155330884897,0.5577584325972895,9.205253288403494,2.0054684075997473,8.581801695524787,0.5587493768866492,9.54489436791393,8.202848747098724,8.975480672015888
58,5,91613,8.467379223072426,6.191885078162302,5.949487803471371,8.189963833981293,0.1050278657694026,6.4546153124370464,6.140745212775972,7.684138767100799,7.732916337428254,2.277656121008648,3.7308544614559933
59,0,142870,0.6435897824119308,7.015550352851548,0.7926621484517316,4.813070074362655,4.681322567108138,8.761353922886666,6.38576352759749,3.722750920659361,4.768554978205075,2.9538391049563373,0.41287836522186483
60,3,114424,3.7363657541694306,5.9456989710687935,9.837822714493779,1.5782677238190956,4.38744008992251,3.092360587199318,5.080612891537946,4.105686187440383,3.271885301373554,5.1360340883793665,5.534112844849258
61,11,83341,0.3147746610237867,9.762672714584555,8.828282490611446,5.905756563347577,7.3280307978218895,6.153009436874768,4.901644904923623,1.4278539917975264,7.12970574749461,5.394146140541904,3.023722598904782
62,6,137624,5.981632953618009,8.3082456996636,6.093372409062551,3.4633532930423714,1.324137876228112,7.758893652828304,9.945667080053731,6.231772221056561,3.544910147944249,4.634549257838837,9.122934661624791
63,9,145405,9.378418083193614,1.9940633458183243,4.955299627490135,5.641480254857775,8.770913459913967,5.0940301938368595,0.406460657498795,5.495427340447342,4.424014929999166,4.951677285321686,9.219694564648101
64,12,45902,3.720899043794713,7.213328609562343,2.232020572660127,2.910855103283101,8.30888541312158,3.821789198337573,4.735198738550492,1.7365996115554172,0.6331650907465669,8.04404010409982,3.8756312966190274
65,23,114386,2.3848646466891097,9.09742025565929,4.682160446283401,6.911020979954427,0.2727359663578899,8.628615151947756,6.28110417214737,7.425854148892967,9.505020796006384,2.0628920002077966,1.3216391212362422
66,19,96771,0.45363820286560275,7.170435580145767,4.895081502973062,5.853266501611907,5.675739758675923,0.24988978403823747,6.265006838875179,9.734541351094565,8.897305682121912,0.1456133548718841,4.0031906955214716
67,14,47055,8.01924829143997,0.11648865878483239,3.4825442098185713,9.938748031317333,1.7554813815580472,6.6733750789287285,5.621038196022587,9.217596977459893,2.906355087668099,3.340795037628431,9.211667229205315
68,12,58677,7.518624796790812,4.0369293164731115,4.893110730005215,3.40871701287056,4.699380449289183,8.7530930263219,3.5401440594581066,7.543114988868554,6.639812665251174,2.643692801010241,9.525775650569035
69,18,120513,1.5388066082143115,9.277336592253707,9.039630020738318,3.75709492558984,3.024693415492483,2.4555344298466797,4.627873004624391,2.5231657002085797,7.517939304939233,4.376815275681343,9.891796714698604
70,6,144938,4.667686076729503,0.07788561882528744,4.454509181574654,5.568377644132521,6.577104151291506,8.302689097482808,5.2061323721408215,2.347679802623346,4.364840109476619,7.204943855807448,2.850234408412632
71,11,63756,2.6989800304325904,7.599759654189676,6.367634797022145,8.45350825990457,7.067429505542027,9.768713050869582,9.140393208588543,7.658059280575291,7.645085348330644,6.200412087709237,6.479147271228808
72,12,114114,3.415477860086934,2.570333951159296,8.486356120110148,6.060042334438409,0.8801817767240416,3.772194076500639,8.538238895085113,7.994014131227253,5.132760479458879,7.391941507508975,5.5695611175223645
73,4,136273,6.974770009970722,6.853920350521334,6.778007414858356,3.798775853105906,1.6350646027812354,3.092018969125898,5.456784266002575,3.9859084526640585,0.026437154039390398,6.492003502566498,9.604809084128773
74,12,106091,1.2654804607198733,2.0014189535417226,5.429185614000769,4.461679124598152,2.810762804330358,2.8345701130386622,2.318777766427458,5.01480072241332,3.755046212798403,3.4445891132371864,8.309998225172178
75,18,108992,0.7259013224122257,8.493589375952798,0.3868104983646192,8.844994053735977,1.0851233511150071,4.730879273302727,0.3854336260872948,9.054863101070913,5.03708425579624,0.19884794909739378,6.202275797216961
76,14,133611,4.408744966533811,0.6766426025799654,6.213783655608438,8.056995439997273,8.929480241769518,3.1099462548735723,5.987555890301661,6.484800026671977,9.700711957549156,6.575180022142356,7.61895040690167
77,0,67684,3.1441357884367473,5.116325199668443,7.3110422888648765,7.332382132701828,1.0173500938475033,5.037521999170025,8.372167151885726,7.773082437213553,0.35718677978220814,2.642169867301779,0.09674495437855479
78,3,58112,8.908536405779708,9.173042912137012,3.749854554735943,6.664890453365012,2.0335310138862592,4.979849001723128,0.5970594302734045,9.265291691403172,6.4082801362335395,5.841225269029503,0.30524749364478576
79,3,134134,9.730701421855866,9.901330862998488,5.6856194920724965,7.8613122992406135,6.511513304797017,0.13088797558081344,1.1617441773386439,5.5078139718724834,3.961476463799536,2.89189989430213,0.14784895699793132
80,2,140980,2.3746886571700565,9.485200649562904,4.15464004825242,3.4673174364804216,2.1027919003122664,8.783381595122123,0.36868215666023163,2.6151935256191394,4.4095349924838,2.379158453750585,1.7611131709040495
81,13,107988,2.4679273151165493,5.306821253599519,4.241800192271739,7.555946879189603,7.106111605016251,0.19036071861669224,3.2464906522981196,8.76077310452851,5.454363044037446,8.223966845785576,6.374618010996466
82,3,105225,6.99852624524837,0.8737597347735471,4.104739910848853,3.6491348905268204,5.146935783843414,4.79606114532348,4.979846886935498,1.7764478804648665,9.128708077395231,8.301746074766122,0.9114646953023553
83,3,145267,4.074605425520962,0.6091223622899178,4.687735746429583,7.997936315688776,0.5740453207722629,7.6165320568161405,5.129226302687768,1.852996536117757,9.269389769646319,3.025544163776621,7.267003563463678
84,13,88459,1.8940421078915304,8.90031465188881,5.960932258276085,3.6617975678486756,5.872242453619492,8.33776173902826,6.103394405443732,2.3490190655943,2.307339904682256,3.5598686303038543,4.819843868442755
85,23,96788,8.013282075364666,0.8085912035918685,1.6024990640750614,0.5571072808012378,1.1558084544666103,0.3335075018176592,8.916468509469254,9.05037224586444,0.35773045366067846,3.0346741905065846,1.0238481004498812
86,24,47932,6.170219745641141,6.692272023828717,0.6017862941813856,3.426398954650568,1.2353575591078036,5.862191714041835,9.453211394103331,9.371590533133396,0.07725360490440036,4.386363639814165,1.0572893321096
87,12,69292,4.1364575125145,0.699175725050355,0.41623707519186426,5.451912482861266,0.48029869637631895,4.701013835793227,6.733052583978774,5.152655154456911,3.397156010965764,1.7089481359125358,9.368637420717528
88,4,118625,8.235827935996886,4.269249299538655,3.7898763008855996,6.623276439047033,5.991972752994098,1.931432829617168,3.130864295477723,3.0776640398158017,3.576471983124696,2.313935327700445,5.694221604685767
89,9,132154,6.664447030807158,3.5296705923755223,0.6098470004963497,0.3026262196961027,4.6422594429953445,8.606447391105018,6.980060860875291,3.9651945231924426,9.929953561866462,4.91890941146695,4.063731847052142
90,7,149723,2.3077634054067895,3.9018372651223823,6.404901195672301,4.981411706291325,7.123138641521453,7.299913619097933,1.7607028019720727,7.870278395174725,5.645947558900185,6.421427904696635,1.6021470260748683
91,3,51827,2.354715830288401,3.9554312286446014,1.2362551912992559,5.677611342415655,2.383516620878109,8.82983236908497,7.230260280711256,9.442279947471398,9.82288001469519,8.018887785878587,1.7166920577154887
92,11,46415,0.6897285550287913,9.703582162369704,1.9623697077657487,6.156900080405462,7.558989286703013,8.31597257140484,2.837964230541611,6.979103913953578,1.4542376983976602,9.969739796305191,6.0079525217678125
93,15,89531,9.976088700034518,5.0899170969205665,6.259986616986549,0.5570973717505634,2.550572658011104,6.647046031107693,6.963781104496922,9.148151880993435,0.32459785873608094,0.821325116416014,7.975391823628218
94,20,103158,2.3798367932602993,9.747626986451484,8.700039759657235,2.4939881735366853,2.1618517068675613,1.6962636631826733,9.05025732088019,1.0694034278374298,3.787091492857261,2.7048521243880685,0.7794540464712241
95,7,51410,5.961157356984676,3.2983969354141895,0.1768513525712767,3.0000961006999383,9.316955448981439,0.7472916646575567,0.7201235280046725,2.130606765086951,0.04868149234607433,8.143382361267829,7.592938413968259
96,4,77226,3.0683410188160067,2.059356421250248,1.7307807550553378,1.1094467134677721,1.284561129356817,3.589650104239963,4.686292913581723,9.686731816442606,8.31473034663205,9.84458953071931,5.057671437525805
97,14,82597,4.598907928299937,6.3770277480870785,6.953932878205493,2.6714317700829415,1.274851538628211,2.7463782722102845,3.747824781703737,6.965440583013422,3.1289273966081987,4.964460258549139,6.516695489467466
98,2,131538,3.1673347363400897,6.394542342892818,4.371923156909643,8.999564793092826,4.451548744596146,8.663284462371406,5.240141982947363,1.5636164017754117,2.8510013715185156,0.16850354661600897,6.785521285689898
99,20,138539,0.1567694095318417,2.484635494101858,2.570952479437032,9.010559656974422,7.413316022124485,0.7528544310550012,4.865014741659877,5.222804562577238,5.465153374843952,1.9070022803647269,2.298918316205971
100,21,64154,9.305402824568958,4.7207328393628964,8.076359858479357,0.5731687205154024,2.7771077011180436,5.05278037416586,5.493638877772841,2.465789271615332,2.5021327474470567,5.287104330075562,9.765769244196514
101,6,69382,3.1827775992404996,1.4191512789596494,4.074595720812708,5.340897897144457,9.938253166603527,2.253819009338315,0.7366848800094883,6.381935463609882,3.9406909748777985,7.294921636396361,5.440574260488495
102,2,87527,8.215695903922306,0.4288950123476365,2.6247528442418178,5.5637585519944714,4.757813111330057,9.238037488028928,3.747939552244274,3.2255981396804456,5.612819229477582,4.425200523275517,4.398115119960919
103,1,121784,0.868900127007759,1.748973464876804,0.6871089678710118,2.596553805730968,5.247404504780654,0.33249698293253527,6.6741675318988,9.707119187552241,0.7625000189683317,9.678086768796161,6.461523664125549
104,6,82265,9.893917625010477,6.09666523504896,3.1121168376938932,5.408238542485316,0.9701677809099019,1.4257326381514668,2.1482344306053793,1.1679509767250051,9.550116016331922,4.847849364417084,9.647306724944885
105,24,87387,2.197763735549434,3.3143770694452135,0.9191911245630568,1.5867287346375891,1.904171659542967,5.266886629812709,2.2334567907242464,4.343357990488986,6.371037867126152,0.6395444504282166,0.30586172104953624
106,4,91807,8.324451290138988,3.50735913583329,3.258245896327373,3.954031451304474,5.357549408258616,1.9142031995405828,9.391187296783507,4.965665480682132,2.7191710403079963,7.584840186014395,1.2513110333977906
107,22,81669,3.3637558497303246,3.2901388345581206,2.0968976632563385,0.0988020535016243,8.16818181894437,9.909290876157602,9.891419350031146,9.017517104451073,5.867382275790538,4.578276736668492,5.220079839519816
108,21,143886,3.5521839237993125,2.932783512105599,7.567913579323701,5.760023864804104,5.1075208841878705,7.2040961968039765,7.254830306078082,8.818792882214987,4.072264283552716,0.19300156687931613,3.761006726285908
109,0,122886,5.261816665535739,9.402679771903044,5.009946734912316,0.2107325450721942,0.9555310869548195,7.137542583584792,3.459640874400869,5.888947828975458,2.439660024842457,2.794635904834962,0.4373246875692649
110,14,97312,5.990885793237741,3.8635763806065473,7.54977414460849,9.932587876175852,5.540689251711455,2.830050959025203,1.2028045430309864,3.657500646796956,3.815506078620954,5.195785811370566,1.163015367066692
111,19,137686,3.1532301757587833,7.546747253768177,4.975081758033247,3.0739424875861854,1.50627662897734,5.488249071581928,5.576225237698741,0.7189068782714547,4.172530962786645,2.8166503603619986,4.686186427159304
112,13,91039,3.0995959338572385,3.191175139641654,6.81707438694032,2.747294504444441,6.853171921219938,9.411728169855827,8.011947407981136,6.432978917161342,2.815454172223504,2.5128875578314247,6.501881355330498
113,9,140534,4.433545085112294,0.8313822057983988,0.18526874993866183,9.698630643196367,5.719141618726656,5.16815054682798,0.43652942247166426,8.57271896954068,6.397916960956768,6.832283491647022,3.4031204791290626
114,14,74524,8.426284342005854,2.740208863259391,0.4664619375772927,0.6986663441066687,6.3107654844778205,1.984358407840664,0.8271899149134132,0.7109957985796955,8.599020057060144,8.738316908141075,2.662116605266088
115,5,99764,4.157278223305414,2.3620702637703515,8.095319196666352,1.2264267821102126,6.74509050277713,8.229002126455079,0.8831089621747623,2.7639484694202165,5.303457313950268,8.234602575135003,3.109376442668795
116,1,78372,5.103861982899672,9.393774266140987,4.884378122754295,5.874255667400906,7.9917014907534885,7.428419527466375,5.981174453703959,8.894460570638408,6.144698283861768,1.3527357526219785,0.2454889583785147
117,17,75186,0.48500500060763896,8.096933426928642,8.52660213764385,4.450013678605968,2.9708053974464543,6.01778990978837,7.079076878397094,0.13104972809805382,6.550836186935854,2.6266814681264385,5.236805408132423
118,21,138119,3.5082508423604306,4.469407952865085,8.618630722504866,8.790713381350448,2.5733021904763707,8.670119849916905,9.825916260919753,9.770640169419238,0.8096732949210117,6.1439210002048235,4.47965768154127
119,14,130743,3.6704003058517753,2.522189207161433,9.743488373660401,9.9924180073353,4.193522531285359,3.199025945961692,6.69019558749161,4.618103821949763,1.9072832076219193,0.3506378804667054,8.593449287772124
120,16,75487,0.9546794217300791,4.065536703959295,7.861684578034598,3.4912730674877377,4.443411636328438,5.502065769544176,2.6201444153907794,3.9670275059513314,0.7066845332922445,7.507182889394932,9.147265337480132
121,1,129846,5.292111430988495,3.6653934798097634,5.801961032762555,9.132621732402118,3.5348684638548953,4.770730693792343,6.73186123342291,8.613099334860207,6.767197202117127,6.850425362084839,9.073422222166052
122,11,143829,3.2421796175978326,2.5790337864963586,0.7237315254345467,5.459246725596897,7.016230181240753,8.943321344832286,9.40078819564952,5.54342202298607,7.6703118081841835,6.023023623430923,2.8294580320601312
123,14,71136,2.073506605122093,8.450166018971574,8.196843008045526,3.3023544777640335,1.201379959399529,2.2456237461249486,3.2930658342822303,0.7510854150039314,2.3506690299484934,1.0470581444252036,4.048867382337059
124,14,128652,8.849876368012046,9.867565404067383,3.6310047384167543,7.831662095240311,9.280314823135694,2.5493095778007646,7.969064289295629,8.382621241138878,4.442320285285792,8.31297864361378,2.939003131125457
125,10,101723,3.6922738134884057,9.375848993154484,4.509637456089516,7.843798325979726,6.435555810016387,3.3988434784300905,3.799953513700677,7.731443145936103,6.111885786103097,4.268585447366629,4.992300599811159
126,4,92797,0.046859067731607196,1.7120772468384915,6.062019336757347,9.837132504208764,1.513059314280526,9.994432513429203,3.0893470380534382,7.638181489698752,5.121251234801372,2.3448483157867095,9.357481840335952
127,11,104489,0.05922401805967592,4.867984766195846,6.86462216304929,4.860207505758907,4.906093744169782,5.013900542390487,9.429697761101073,2.7289903676270955,1.264607367619175,3.8216059071927044,4.734483039595209
128,5,149635,8.957098556077181,6.305246904318177,9.515147652836099,8.885694697190157,2.3149090897333746,6.976741100921323,2.7959626125243164,3.6631707781583147,1.237892007944329,2.1142131850977397,8.934168689768201
129,9,131041,5.37886035339546,5.122573496179459,3.263239137567856,8.466437474378575,9.059959705308966,7.9382864849571835,6.810553692095061,6.4844865029801655,2.643911272872007,1.2625246137474433,2.10867060709534
130,24,70801,4.671291705682474,2.8027127580043754,3.9995894449472047,1.4838327412072871,4.386749784735795,2.123842789073577,5.237411128597362,8.783396369370086,8.644392936616187,3.471290303236377,6.496569795299914
131,1,83119,7.2784049554957475,6.23509564685085,4.4052043482540455,2.9655385729474526,6.545512429171358,3.315602513605768,0.47511436590738976,3.3280213597307675,0.45545497275772506,5.060851683994784,2.4464858219675523
132,16,75469,2.189991037276978,9.322673623777026,0.1197862271514305,0.8383629206590482,1.2657169793864975,6.805955188391209,1.811786353772551,3.5413780453789947,3.6535485651090003,4.06435436868313,5.416345521785187
133,3,120893,9.078786115898165,1.9869271381764142,1.4456784362677277,0.39184066562244824,1.6520902722860231,0.25592664150239197,3.0275158618889186,7.1947554163447025,4.105358104973673,1.7166181567748096,0.6266430279718571
134,22,114271,6.514775831565896,6.243829794412878,1.2073743379355273,9.851969230074662,0.8943832397405282,0.14439962870250955,7.577565283592964,7.139862862772935,3.1428725046004704,5.255812326307377,1.729521767120712
135,4,130238,0.023874012713388515,4.452299703915777,6.6592434295089475,4.783708437572871,4.974358805021609,5.094482496574689,0.24599465076324267,4.586979594507785,8.167787930546478,6.968459010818576,4.583225534131237
136,2,111892,1.9929094196061325,1.5353906928563543,4.068716121444048,9.188865693635528,8.930099922872209,7.555088738278574,9.94965967566829,8.1527415964314,5.1622550988981875,7.530345448431789,0.8959143867418284
137,1,115177,1.9032614583796337,9.721082355940997,0.39800578754017657,0.2862062864801107,3.440569363558864,7.218006738676345,3.3628388372007247,2.647016771632069,0.6443436588012041,2.5309779772135164,9.64459879789588
138,9,61307,6.692501039272454,6.293680855258385,5.20872153402424,9.74506578542537,5.228992721694916,8.02387216475063,0.4542397615190219,8.578516083694085,4.690321818299886,9.04035888769608,7.292822353792927
